R, bias, L, W, Gain [dB], UGF [Hz], PM [degrees]
42016.2,0.715876,2.00583e-06,3.75947e-06,9.76353, 1.11697e+07, 108.433
86446.3,0.954949,6.75727e-06,4.60331e-06,14.314, 9.75065e+06, 98.5924
80834.7,0.914783,4.97988e-06,6.00694e-06,6.76591, 1.09196e+07, 115.356
41760.1,0.612743,8.50426e-07,9.93692e-06,13.7502, 1.85073e+07, 101.321
68615.2,1.07323,9.72025e-06,6.82634e-06,2.91825, 5.96208e+06, 133.793
55192,0.608425,8.58947e-07,9.39093e-06,14.8213, 1.59681e+07, 100.337
50139.7,0.761849,4.18532e-06,1.94954e-06,1.52463, 2.06157e+06, 147.367
45474.9,1.24784,4.17015e-06,2.07805e-06,8.01902, 9.4747e+06, 113.455
56476.4,0.825153,1.74232e-06,7.4777e-06,0.772033, 9.80306e+06, 157.031
59291.9,0.942468,1.03356e-06,9.5193e-06,error, error, error
17582.2,0.96527,4.22697e-06,3.27367e-06,1.92165, 6.7778e+06, 145.681
18536.9,1.11934,9.46694e-06,8.90816e-06,6.84128, 1.7132e+07, 108.032
34712.9,0.738249,7.4085e-07,8.4573e-06,22.3229, 6.67282e+07, 93.6971
79981.6,0.639121,7.74468e-06,7.21738e-06,5.71969, 3.32971e+06, 119.201
9787.81,1.31767,7.07964e-06,5.78217e-06,2.05001, 1.2715e+07, 140.792
12504.9,1.0001,1.4112e-06,9.70052e-06,error, error, error
6606.07,1.16135,7.83167e-06,8.04659e-06,error, error, error
85940.6,0.913654,1.86592e-06,6.05124e-06,error, error, error
19358.4,0.737754,3.53196e-06,7.95504e-06,6.78008, 1.60411e+07, 114.531
42168.9,1.25092,8.39105e-06,9.66672e-06,error, error, error
18018.2,0.659231,1.48053e-06,2.5545e-06,error, error, error
95317.7,1.24566,9.29761e-06,9.21029e-06,error, error, error
56853.2,0.915351,2.03702e-06,1.19234e-06,7.88051, 6.46447e+06, 115.11
24446.3,0.888956,9.17433e-06,7.59773e-06,4.46514, 8.82969e+06, 123.358
13449.2,0.6313,2.00583e-06,3.75947e-06,error, error, error
24063.2,0.889425,7.17286e-06,2.07553e-06,error, error, error
34269.7,0.968567,6.75727e-06,4.62028e-06,6.92364, 9.27652e+06, 114.254
52812.1,1.22241,5.18368e-06,2.1013e-06,8.70268, 7.97501e+06, 113.086
55736.1,1.11528,3.52549e-06,8.21862e-07,2.69296, 2.66119e+06, 144.992
10020,0.964409,7.06364e-06,8.79804e-06,1.67563, 1.0991e+07, 144.064
95317.7,1.24521,9.10225e-06,1.51156e-06,6.59758, 3.19787e+06, 117.928
55795.9,0.913569,3.10269e-06,1.19104e-06,4.03702, 3.56449e+06, 133.449
17744.7,0.736593,1.53923e-06,8.83965e-06,13.3544, 4.15175e+07, 101.065
16104.3,0.627532,8.49673e-07,9.45436e-06,7.15864, 2.03891e+07, 115.673
76650.3,0.957879,1.90075e-06,4.60449e-06,error, error, error
56015.7,0.617006,9.08835e-07,9.93692e-06,16.5589, 1.94153e+07, 97.8082
42016.2,0.715876,2.00583e-06,3.72497e-06,9.67161, 1.10327e+07, 108.43
12504.9,0.784584,6.20046e-06,9.71805e-06,1.62021, 8.61141e+06, 144.332
85150.3,0.952997,6.81743e-06,4.60468e-06,14.1528, 9.64922e+06, 98.6516
10323.2,1.04897,2.62217e-06,4.19859e-06,4.92822, 2.26267e+07, 124.203
33343.3,0.718205,1.84463e-07,4.38957e-06,18.604, 5.18828e+07, 96.7288
24972.8,1.0555,1.37873e-06,5.90662e-06,error, error, error
14087.4,1.3173,6.15557e-06,6.15638e-06,6.62625, 2.20706e+07, 113.669
55421.4,0.718743,6.78339e-06,8.83848e-06,10.4244, 9.20887e+06, 101.739
81404.3,1.04619,7.5678e-06,2.45175e-06,8.84193, 5.09247e+06, 109.485
32852.4,0.762852,7.39329e-06,8.31471e-06,6.39624, 8.96885e+06, 115.924
58198.4,0.749613,8.18379e-07,9.93874e-06,error, error, error
5787.25,1.18583,6.73728e-06,7.75097e-06,error, error, error
56469.5,0.613812,8.72119e-07,9.66327e-06,16.0275, 1.8065e+07, 98.251
16207.3,1.23949,9.7662e-06,8.49241e-06,6.32805, 1.81843e+07, 110.088
17523.5,0.852114,5.31873e-06,5.69276e-06,2.8569, 8.79749e+06, 136.484
6375.09,0.923241,9.589e-06,9.10991e-06,error, error, error
30043.8,0.823623,2.65059e-06,7.58873e-06,15.1464, 3.06961e+07, 98.0549
21504.9,1.02502,3.53196e-06,8.16364e-06,11.3431, 3.48431e+07, 102.383
53722.4,0.824482,8.47655e-06,8.18046e-06,11.0917, 1.03777e+07, 99.3531
18894,1.06937,3.53196e-06,8.00674e-06,9.27855, 3.42953e+07, 106.469
58518.4,0.982706,9.19253e-06,8.32345e-06,13.835, 1.39861e+07, 93.8936
46913.3,0.824787,2.23049e-06,7.43873e-06,17.4922, 3.36264e+07, 95.718
28569.9,0.733287,3.37784e-07,6.83552e-06,21.9336, 8.19663e+07, 94.3361
22359.6,1.19597,6.36103e-06,8.95929e-06,1.76914, 1.16963e+07, 140.857
94256.2,0.919491,9.05594e-06,6.07463e-06,14.6451, 9.19925e+06, 94.6558
10141.6,1.05224,7.53685e-07,4.19859e-06,12.006, 7.74115e+07, 104.184
11715,1.05436,7.53685e-07,9.16817e-06,error, error, error
85661.7,0.664793,5.59444e-07,4.94611e-06,19.928, 1.92684e+07, 95.5544
59291.9,0.919526,7.11624e-06,7.61349e-06,14.7017, 1.47383e+07, 95.1571
15763.5,0.726957,1.97169e-06,4.21599e-06,3.25106, 1.07134e+07, 134.769
45889.5,1.19621,6.22405e-06,9.93692e-06,error, error, error
47549.8,0.96202,1.90793e-06,2.28735e-06,13.3264, 1.59714e+07, 102.732
57182.8,0.742588,5.93441e-06,9.8172e-06,13.7079, 1.34155e+07, 96.137
34592.6,0.728513,2.05068e-06,5.06718e-06,11.5238, 1.69843e+07, 105.219
45467.4,0.823653,4.21451e-06,7.43873e-06,14.708, 1.90912e+07, 97.1308
80375.4,0.919042,4.90304e-06,6.00694e-06,5.33211, 1.00228e+07, 118.59
16181,1.11253,3.54994e-06,8.5412e-06,5.8847, 3.18698e+07, 117.193
24465.4,0.852114,1.44737e-06,9.6956e-06,7.79836, 5.13752e+07, 112.047
24048.9,1.14052,6.25656e-06,4.64163e-06,6.9907, 1.33762e+07, 114.145
20934.2,0.966196,3.53196e-06,8.16364e-06,13.017, 3.43259e+07, 99.6951
25553.4,0.712201,2.05082e-06,7.98835e-06,12.2616, 2.51732e+07, 102.447
42509.6,0.715203,6.34628e-07,3.58867e-06,15.8208, 2.34588e+07, 99.2233
17573.8,0.96505,1.37873e-06,8.60607e-06,error, error, error
24063.2,0.88839,1.84996e-06,8.01229e-06,15.3427, 5.07549e+07, 98.0932
17296.5,0.856702,4.09444e-06,2.25912e-06,error, error, error
19257.7,1.11895,9.46694e-06,5.19929e-06,2.37596, 7.10512e+06, 136.061
35257.2,0.698945,1.99394e-06,8.49067e-06,14.9319, 2.53319e+07, 98.6509
16871.5,1.00002,6.90006e-06,9.85547e-06,7.9167, 2.17958e+07, 107.24
17715.1,1.11431,3.43944e-06,6.59191e-06,10.0993, 3.32498e+07, 105.49
57513.7,0.902854,3.60875e-07,6.47682e-06,error, error, error
15763.5,0.720694,1.63233e-07,4.30364e-06,14.6664, 6.30074e+07, 100.696
49643.5,0.832694,7.6692e-07,7.47178e-06,error, error, error
27789.6,0.694709,2.05149e-06,6.83653e-06,10.5229, 1.8603e+07, 106.434
38272.1,0.848502,4.10457e-06,3.22935e-06,6.42616, 7.71851e+06, 119.644
84339.7,0.954949,5.52667e-06,4.68704e-06,12.2261, 1.09592e+07, 102.221
24848.5,0.88839,4.62234e-06,8.13366e-06,11.0078, 2.21122e+07, 102.234
94737.5,0.873596,8.86839e-06,6.9897e-06,15.2688, 9.83869e+06, 94.3141
56015.7,0.607036,1.4005e-06,1.27537e-06,error, error, error
84354.9,0.954949,1.99301e-06,4.57424e-06,error, error, error
44480.2,1.24784,4.13939e-06,2.07805e-06,8.14142, 9.64114e+06, 113.505
19137.8,1.14678,3.47988e-06,8.4909e-06,error, error, error
52870,1.22428,9.67297e-07,2.23177e-06,error, error, error
58905.6,1.15879,2.35474e-06,8.58478e-06,error, error, error
67378.5,0.613812,8.43765e-07,9.71893e-06,17.634, 1.84139e+07, 96.8785
13754,0.852114,1.37873e-06,5.82323e-06,11.9907, 4.55865e+07, 103.814
71021.4,1.03878,9.18509e-06,7.59773e-06,1.40079, 4.46858e+06, 145.214
43081.2,1.05189,4.10457e-06,3.27623e-06,10.9972, 1.29343e+07, 106.118
25622.1,0.886734,7.41612e-06,9.10991e-06,8.20699, 1.4921e+07, 107.291
56193.8,0.803079,9.4286e-06,9.13795e-06,10.9732, 9.81511e+06, 99.0525
30601.5,0.613812,8.92179e-07,9.67767e-06,10.8469, 1.75838e+07, 106.356
77103.4,0.954949,9.42318e-06,4.55218e-06,10.6898, 6.85506e+06, 104.962
79775.8,0.853366,4.97156e-06,6.84621e-06,17.4082, 1.59299e+07, 94.3862
17926.3,0.738962,1.48053e-06,5.13077e-06,8.73616, 2.28559e+07, 111.415
54865.7,0.613812,8.4136e-07,4.21262e-06,7.52732, 6.33795e+06, 115.703
33390.9,0.954949,6.75727e-06,8.49137e-06,11.8968, 1.84606e+07, 98.6649
9546.82,1.3175,9.5865e-06,9.06233e-06,3.24906, 1.79146e+07, 127.253
24060.8,1.13493,6.00237e-06,8.45956e-06,6.79289, 2.10011e+07, 111.846
24846.1,0.613715,8.82973e-07,4.65196e-06,1.46765, 4.07714e+06, 147.888
86881,0.783626,6.8264e-06,4.60449e-06,10.7397, 6.10115e+06, 103.8
45197.2,0.761845,3.67065e-07,6.81818e-06,8.42675, 6.0884e+07, 112.132
41882.6,1.23623,2.37683e-06,2.04697e-06,error, error, error
55668.4,0.750101,5.06809e-07,1.34523e-06,12.3642, 1.18734e+07, 104.901
12504.9,0.810204,5.85109e-06,5.82778e-06,error, error, error
35668.8,1.05452,3.43576e-06,3.27783e-06,10.8713, 1.54269e+07, 105.781
66371.5,0.920203,9.589e-06,9.0814e-06,14.6972, 1.32384e+07, 90.8058
17478.2,0.738962,1.48053e-06,5.17922e-06,8.61233, 2.30513e+07, 110.996
57020.2,0.745687,1.6809e-06,6.27606e-06,19.6097, 2.80472e+07, 94.8221
17360,0.852335,5.99397e-06,5.70229e-06,1.77319, 6.52998e+06, 144.747
2995.31,1.15937,7.76927e-06,8.52578e-06,error, error, error
80418.2,1.0473,1.09672e-06,5.82607e-06,error, error, error
4900.32,0.894491,2.3571e-06,9.23102e-06,4.02139, 4.03279e+07, 127.21
54757,0.802965,6.96573e-06,4.53838e-06,7.03747, 5.89702e+06, 117.573
93541.1,0.920203,8.31863e-06,6.79221e-06,15.1253, 1.08792e+07, 94.4013
47355.7,0.602869,8.75081e-07,7.17666e-06,9.62146, 9.72991e+06, 110.134
66856.2,0.889175,2.82845e-06,7.54279e-06,error, error, error
66369.4,0.824697,9.5711e-06,9.10533e-06,12.7969, 1.04381e+07, 94.4049
34058.5,0.765016,2.05068e-06,9.74196e-06,18.5457, 4.10869e+07, 94.548
56015.7,0.738334,9.94343e-07,8.9509e-06,14.8107, 4.7991e+07, 99.3446
17744.7,0.736347,1.53923e-06,4.3435e-06,6.72117, 1.74107e+07, 117.348
54786.9,0.745014,3.04996e-07,8.32803e-06,2.43156, 3.93728e+07, 139.008
59270.1,0.922665,9.1811e-06,9.10991e-06,14.206, 1.39187e+07, 92.9058
35825,1.05452,3.43576e-06,2.20127e-06,7.54986, 9.76095e+06, 115.81
5926.8,1.01603,9.40389e-06,8.0402e-06,error, error, error
30601.5,0.613812,8.7018e-07,9.67767e-06,10.9279, 1.77666e+07, 106.387
33343.3,0.718256,2.34156e-06,5.13023e-06,9.78647, 1.40927e+07, 107.763
17278.8,1.11342,1.45942e-06,5.04586e-06,error, error, error
56629.6,1.01835,3.53196e-06,9.66819e-06,error, error, error
92872.8,0.919491,8.59126e-06,5.37944e-06,13.9017, 8.50138e+06, 97.325
17715.1,1.11431,3.43944e-06,6.96619e-06,8.69092, 3.26215e+07, 108.823
38272.1,1.05163,4.10457e-06,5.88945e-06,3.24657, 1.25481e+07, 131.803
32556.6,0.703045,2.07031e-06,8.49067e-06,14.243, 2.52084e+07, 99.3939
56451.1,1.06937,8.60133e-07,8.00674e-06,error, error, error
17581.4,0.918566,7.24983e-07,5.67945e-06,8.80491, 6.73568e+07, 110.738
59291.9,0.943497,8.3246e-06,9.10991e-06,14.7987, 1.5641e+07, 92.0102
27219.5,0.743031,9.08589e-06,8.949e-06,2.94287, 5.82864e+06, 134.088
42477.7,0.624904,8.58947e-07,8.50702e-06,13.8046, 1.83257e+07, 101.228
23292.9,0.633854,3.54727e-06,9.67767e-06,3.2387, 7.21332e+06, 131.85
17381.5,1.05436,1.46145e-06,4.22967e-06,10.9166, 4.24816e+07, 105.895
91877.2,0.726475,6.75727e-06,6.82201e-06,12.8668, 7.53238e+06, 99.4812
14752,0.718003,2.02285e-06,4.30383e-06,2.21289, 8.83193e+06, 142.983
86452.1,0.944316,4.58855e-07,5.78959e-06,error, error, error
17420,0.7459,1.51002e-06,8.01229e-06,12.869, 3.98658e+07, 102.093
16181,1.11253,3.83731e-06,8.53832e-06,8.57029, 3.54542e+07, 107.83
10529.4,1.05436,6.59257e-07,4.22967e-06,8.50951, 7.43868e+07, 111.737
93868.2,0.752679,3.49517e-07,4.39782e-06,4.60507, 2.67391e+07, 126.557
16162.1,0.701572,1.98466e-06,9.13443e-06,9.19827, 2.6886e+07, 109.098
5164.12,1.09027,7.11785e-06,7.61349e-06,error, error, error
6303.58,0.733287,3.71017e-07,7.02648e-06,10.5996, 8.40254e+07, 107.026
29121.1,0.943497,9.49221e-06,8.50278e-06,7.69305, 1.22879e+07, 106.228
96465.1,0.917053,3.19182e-07,6.07463e-06,error, error, error
93831.5,1.15253,1.83097e-06,6.9836e-06,error, error, error
35257.2,0.894179,1.99394e-06,8.49067e-06,error, error, error
30043.8,0.607589,8.86095e-07,9.71331e-06,9.87049, 1.57996e+07, 108.824
85150.3,0.609022,6.77494e-06,9.63584e-06,6.93571, 3.7583e+06, 117.365
50252.8,0.745693,1.6809e-06,6.27606e-06,18.6348, 2.8148e+07, 95.5691
18114.4,0.613812,1.08374e-06,9.93692e-06,6.02624, 1.53121e+07, 119.518
17580.6,0.66335,1.37873e-06,5.12935e-06,3.70388, 1.05635e+07, 131.737
13754,0.875411,1.37873e-06,5.82323e-06,12.4918, 4.86745e+07, 102.977
42490.8,0.72249,6.34628e-07,3.58867e-06,16.3593, 2.50714e+07, 98.4972
18260.8,0.891608,1.39062e-06,5.00639e-06,13.6648, 4.26582e+07, 101.328
58518.4,0.935293,6.9368e-06,8.32345e-06,14.7758, 1.65365e+07, 93.854
20788.5,0.964385,1.48053e-06,5.13077e-06,13.8791, 4.61458e+07, 100.732
56257.4,0.613812,8.4136e-07,8.14499e-06,14.2171, 1.4572e+07, 100.981
67912.5,0.611412,1.74143e-07,5.04221e-06,12.3701, 1.05101e+07, 104.464
17744.7,0.617634,1.47333e-06,5.13077e-06,error, error, error
33343.3,0.718451,1.72425e-07,8.82931e-06,21.7366, 9.76491e+07, 94.4812
30147.3,0.613812,9.0407e-07,9.67767e-06,10.6763, 1.74636e+07, 106.578
58540.2,0.970923,9.60043e-06,8.32345e-06,13.7004, 1.33341e+07, 93.0078
6619.91,1.11253,3.54994e-06,8.40545e-06,5.64008, 3.9657e+07, 118.853
53289.8,0.921712,2.50423e-06,8.92897e-06,error, error, error
17581.4,0.852114,1.07535e-06,5.69936e-06,15.4229, 5.49472e+07, 99.1888
27789.6,0.694658,2.05146e-06,6.83653e-06,10.5196, 1.85954e+07, 106.434
17906.9,0.738076,3.57106e-06,8.41155e-06,6.51857, 1.66867e+07, 116.326
18768.3,0.620919,8.58947e-07,8.17312e-06,5.89789, 1.45042e+07, 120.721
17390.1,0.924335,2.35437e-06,6.04911e-06,11.5889, 3.43616e+07, 103.793
94151.5,0.824697,9.04851e-06,6.20599e-06,12.9055, 7.40943e+06, 97.8658
10875.7,1.15769,2.39902e-06,3.4645e-06,5.62694, 2.42276e+07, 120.902
15763.5,0.720694,1.63233e-07,4.40133e-06,14.7894, 6.40491e+07, 100.544
35252.4,0.945285,6.6809e-06,8.49137e-06,12.286, 1.8351e+07, 97.941
18912.4,0.610904,3.54395e-06,9.66327e-06,error, error, error
59291.9,0.853074,7.40892e-06,7.61349e-06,13.122, 1.20619e+07, 96.4979
93541.1,0.920203,9.16964e-06,6.79221e-06,15.3176, 1.02012e+07, 92.8261
53155.6,0.91549,2.23065e-07,6.84046e-06,error, error, error
34274.6,0.715203,6.34628e-07,3.58867e-06,14.037, 2.33941e+07, 101.379
54242.7,0.966196,8.43633e-07,8.16364e-06,error, error, error
10419.9,0.738962,7.72763e-07,5.61717e-06,8.72181, 3.9226e+07, 111.111
23152.6,0.961762,3.37784e-07,4.60462e-06,error, error, error
15763,0.701572,3.3434e-07,9.83774e-06,18.954, 9.96547e+07, 96.084
85655.9,0.675426,6.48425e-06,4.23408e-06,5.40721, 2.93947e+06, 131.311
24312.4,0.881453,1.82047e-06,5.17922e-06,14.1646, 3.40649e+07, 100.203
25786.1,0.72198,1.98545e-06,5.07378e-06,8.95011, 1.63458e+07, 110.271
57221.5,0.613812,8.73612e-07,9.66327e-06,16.1315, 1.80536e+07, 98.1341
16029,0.824697,9.09594e-06,6.89571e-06,error, error, error
21504.9,1.02502,3.53196e-06,7.26563e-06,12.5518, 3.32283e+07, 100.64
59918.5,0.923334,2.23619e-06,8.01625e-06,error, error, error
28910,1.15937,2.35474e-06,8.01198e-06,error, error, error
59019.6,0.743031,3.40765e-07,6.83853e-06,8.19916, 5.25898e+07, 112.718
84339.7,0.954949,6.28146e-06,5.45798e-06,9.81828, 1.0314e+07, 104.604
26305.7,0.748154,8.89981e-06,6.83552e-06,0.657592, 2.42853e+06, 159.668
6688.18,0.87015,9.03051e-06,8.02235e-06,error, error, error
53228.2,0.698295,9.55488e-06,9.25572e-06,6.59394, 5.74499e+06, 113.639
67378.5,0.830303,2.60826e-06,7.59434e-06,3.19487, 1.41246e+07, 131.463
44138.6,0.960824,8.37339e-07,4.63108e-06,error, error, error
54332.7,0.745008,3.16888e-07,8.32803e-06,2.24627, 3.76817e+07, 140.7
56532.5,0.822262,1.53675e-06,8.83965e-06,error, error, error
17745.4,0.738962,1.48053e-06,5.75543e-06,9.75713, 2.64195e+07, 108.342
28173.4,0.602529,7.85809e-07,9.78635e-06,8.99387, 1.50196e+07, 110.062
66390.4,0.912916,9.589e-06,9.0814e-06,14.5914, 1.30361e+07, 90.6873
32663.8,0.718186,1.73755e-07,5.82323e-06,20.1505, 6.73947e+07, 95.5075
99342.2,0.957879,9.64483e-06,4.60449e-06,12.7798, 6.92039e+06, 100.77
17623.8,0.740774,3.53196e-06,7.70127e-06,5.8174, 1.52348e+07, 118.582
21504.9,0.966196,3.53196e-06,9.68192e-06,14.0221, 4.00365e+07, 97.7184
55447.2,0.617006,9.87141e-07,9.93692e-06,16.1829, 1.87255e+07, 98.3032
21504.9,0.966404,7.21362e-07,4.18141e-06,2.28092, 2.98939e+07, 140.743
17643,0.74043,9.13755e-06,8.61358e-06,error, error, error
10323.2,1.0518,3.56428e-06,8.24398e-06,8.43634, 3.82668e+07, 109.117
16775.8,1.28414,3.43944e-06,6.59191e-06,error, error, error
45671.4,0.733837,3.70823e-07,7.02083e-06,22.9451, 7.37439e+07, 93.7793
56954.2,1.13269,8.58947e-07,9.39093e-06,error, error, error
24115.7,0.920962,8.26436e-06,6.79221e-06,4.87557, 9.5925e+06, 121.305
46746.4,0.823602,1.69524e-06,7.44167e-06,6.83111, 2.90044e+07, 116.027
42428.6,0.656549,8.58947e-07,9.67767e-06,18.8755, 3.39508e+07, 95.8355
43823.9,1.05436,4.24653e-06,4.22967e-06,11.7965, 1.59732e+07, 103.689
5872.47,1.14426,1.89975e-06,6.04911e-06,7.10319, 5.65207e+07, 115.12
41875.1,0.71903,2.42119e-06,7.43873e-06,14.8941, 2.12094e+07, 98.5287
28848.8,1.11606,3.40765e-07,8.51712e-06,error, error, error
54786.9,0.805549,3.04996e-07,8.32515e-06,error, error, error
24848.5,0.88839,4.62234e-06,4.39303e-06,5.43805, 1.0185e+07, 120.801
55492.1,0.628154,1.03911e-06,9.98596e-06,17.4848, 2.18928e+07, 96.9549
56804.3,0.822821,6.34628e-07,3.52309e-06,10.9026, 3.3798e+07, 106.578
22053.3,0.923846,2.31532e-06,5.53732e-06,12.8572, 3.1892e+07, 102.062
32656.7,0.718452,1.72425e-07,5.71035e-06,20.0892, 6.72538e+07, 95.5393
55661.6,0.613812,8.55411e-07,9.68472e-06,15.9904, 1.82513e+07, 98.4035
55571.4,0.615643,8.00312e-07,8.73717e-06,15.292, 1.68148e+07, 99.697
21596.5,0.966196,3.61537e-06,7.92326e-06,12.8584, 3.25648e+07, 100.097
18322.8,0.747109,1.6748e-06,6.26915e-06,10.4016, 2.78111e+07, 106.948
41593.4,0.855487,1.44737e-06,9.74216e-06,error, error, error
91167.1,0.696598,9.17736e-06,8.5001e-06,10.7303, 5.84971e+06, 102.53
17389.2,1.00198,3.12495e-06,4.22967e-06,7.30876, 1.93903e+07, 114.57
60058.1,0.935293,6.9368e-06,7.72964e-06,15.0154, 1.56573e+07, 94.4475
56469.5,0.660164,8.72119e-07,9.68808e-06,21.4469, 3.49846e+07, 94.0917
17420.4,0.747845,1.48674e-06,8.40712e-06,13.4925, 4.30503e+07, 100.823
17705.7,1.12476,3.43944e-06,6.72305e-06,8.51655, 3.17829e+07, 109.54
56546.8,1.05247,3.56428e-06,8.23115e-06,error, error, error
56469.5,0.613812,8.72119e-07,6.62295e-06,11.8699, 1.08742e+07, 105.451
42509.6,0.689719,6.34628e-07,4.39929e-06,15.4259, 2.23575e+07, 99.5812
37420.9,0.945285,6.65351e-06,8.00552e-06,12.3229, 1.73602e+07, 98.3033
28168.5,0.733287,3.37784e-07,5.93241e-06,20.8572, 7.11804e+07, 94.9396
46913.3,0.893881,2.23049e-06,9.26353e-06,error, error, error
10323.2,0.897132,7.53685e-07,3.59356e-06,10.6757, 5.16925e+07, 106.888
55021.1,0.764354,8.64858e-07,9.67461e-06,error, error, error
10529.4,0.766992,6.59257e-07,5.71904e-06,11.4726, 5.55242e+07, 105.168
94791.1,1.02639,3.69944e-06,6.9897e-06,error, error, error
21690.9,0.703045,2.07031e-06,8.49067e-06,10.823, 2.4732e+07, 105.387
10855.9,1.05224,7.53685e-07,4.19859e-06,10.9865, 7.38302e+07, 106.132
59291.9,0.919526,7.11624e-06,6.05258e-06,12.7579, 1.15444e+07, 99.2447
55192,0.608425,8.58685e-07,9.39093e-06,14.8222, 1.59698e+07, 100.337
55198,0.74048,2.72041e-07,9.33439e-06,2.80489, 4.55487e+07, 136.354
53718.6,0.602807,8.27702e-07,9.57088e-06,14.09, 1.50079e+07, 101.43
13754,0.881188,1.40138e-06,5.82323e-06,12.4902, 4.86952e+07, 102.97
53669.7,0.768775,1.97114e-06,6.83853e-06,19.5567, 2.99194e+07, 94.7409
33448.5,0.924967,6.34628e-07,3.60899e-06,error, error, error
13754,0.851246,9.969e-07,5.82323e-06,14.1225, 5.95941e+07, 100.758
47744.2,0.96202,1.90793e-06,2.28735e-06,13.3548, 1.59702e+07, 102.687
93541.1,0.920203,8.93736e-06,6.79221e-06,15.4181, 1.04246e+07, 93.178
48489.1,0.961415,1.76285e-06,2.28735e-06,13.9394, 1.72213e+07, 101.248
229.236,0.764007,3.40958e-07,9.59978e-06,error, error, error
16181,0.624687,3.83731e-06,8.53832e-06,error, error, error
95297.4,0.800022,2.10509e-06,8.34134e-06,error, error, error
30122.4,0.821479,2.68168e-06,7.58579e-06,15.0254, 3.01428e+07, 97.9546
56077.9,0.726523,6.34628e-07,3.58867e-06,18.8706, 2.58681e+07, 96.4976
12172.9,0.823653,6.27263e-07,7.43873e-06,17.4726, 1.03811e+08, 97.1607
17304.9,0.929152,2.3437e-06,8.01625e-06,13.9185, 4.68366e+07, 99.6523
15763.5,0.825317,1.63233e-07,4.30364e-06,19.1141, 1.40924e+08, 96.2716
6619.91,0.739504,3.54994e-06,6.72486e-06,error, error, error
17420,0.77504,1.46437e-06,8.01516e-06,14.2237, 4.72126e+07, 99.9254
30357.2,0.6939,1.84463e-07,8.1302e-06,19.5715, 6.72003e+07, 95.8137
13709.1,0.852114,1.37873e-06,5.63193e-06,11.6559, 4.38384e+07, 104.538
34323.5,0.799317,3.13353e-06,7.54226e-06,14.2669, 2.39893e+07, 99.0799
56720.9,0.617591,9.47883e-07,9.73707e-06,16.3798, 1.87561e+07, 98.1646
33350.4,0.749742,1.73755e-07,8.82538e-06,21.3512, 1.22814e+08, 94.6862
15948.4,0.966196,3.5355e-06,8.15659e-06,10.8469, 3.39457e+07, 103.912
18189,0.737957,1.35072e-06,9.91544e-06,15.5351, 5.28865e+07, 98.2961
33299.4,0.954949,6.75727e-06,8.75588e-06,12.132, 1.90664e+07, 97.6019
55927.6,0.850693,1.38484e-06,6.0132e-06,error, error, error
24300.4,0.761644,2.05068e-06,9.6954e-06,15.6982, 4.04529e+07, 97.341
37630.3,0.923633,1.98611e-06,6.78278e-06,error, error, error
21497.2,1.05445,1.48043e-06,8.8104e-06,error, error, error
21299.8,0.852114,1.37873e-06,5.82011e-06,15.4992, 4.5858e+07, 98.908
30045.1,0.964925,6.6809e-06,8.65219e-06,11.4234, 1.93363e+07, 99.3282
17580.9,0.850169,1.09863e-06,5.69936e-06,15.2479, 5.37218e+07, 99.3376
24848.5,0.871598,4.62234e-06,8.13366e-06,10.6709, 2.11761e+07, 102.996
10629.6,0.822955,2.63541e-06,7.48951e-06,6.33784, 2.74121e+07, 117.189
17715.1,1.1831,3.43944e-06,9.63218e-06,error, error, error
33343.3,0.760898,3.67749e-07,3.32193e-06,18.6388, 4.42904e+07, 96.5927
18894,1.14747,2.64201e-06,8.09999e-06,error, error, error
45327,0.743031,3.40765e-07,9.59414e-06,2.92518, 4.89072e+07, 135.631
4900.32,0.825397,2.3571e-06,7.40622e-06,0.590626, 1.24263e+07, 159.055
42490.8,1.05689,7.9945e-07,4.22478e-06,error, error, error
